"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_02442",2081,3397,4970,1308,1313,817,708,214,416,1372,1359,2061,2204,2461,2532,416,619,1157
"BDET_02443",10958,13971,23472,24125,36096,13497,14586,9305,8435,23085,18951,24420,19862,27348,27052,7092,7455,13574
"BDET_02444",579,812,1188,1178,1110,639,554,231,361,1532,1240,2008,727,778,910,34,50,113
"BDET_02445",1250,1837,2490,2275,1896,779,638,272,560,2284,1852,3030,1013,1019,1395,34,42,110
"BDET_02446",1074,1624,2282,1841,1794,977,755,486,558,2191,1805,2612,1523,1477,1856,314,326,557
"BDET_02447",1061,1627,2458,2953,3015,1550,1423,679,971,3684,3238,4235,2401,2263,2745,376,440,714
"BDET_02448",313,416,604,545,483,211,186,61,133,535,479,640,448,363,530,17,15,27
"BDET_02449",556,900,1169,1023,798,422,228,93,218,1146,918,1458,776,695,942,29,43,90
"BDET_02450",1595,2525,3699,2947,2606,1151,917,401,686,2710,2463,3458,2403,2247,2904,74,92,228
"BDET_02451",2817,4273,6346,2718,3309,1603,2249,1408,1229,2992,2889,3756,3171,3455,3894,1093,1204,1978
"BDET_02452",67,70,114,142,144,93,52,34,40,151,121,227,105,113,135,5,5,9
"BDET_02453",311,400,569,681,792,468,472,287,313,737,558,807,466,499,568,196,212,357
"BDET_02454",150,245,387,293,276,168,150,73,135,751,787,1129,676,791,996,13,24,38
"BDET_02455",5,10,16,19,25,18,15,7,17,40,79,88,86,61,82,2,1,4
"BDET_02456",238,363,478,599,567,243,150,60,129,547,391,596,480,390,508,15,17,57
"BDET_02457",170,265,365,351,278,133,112,50,85,319,261,441,210,212,277,6,10,22
"BDET_02458",891,1348,1820,1746,1400,613,508,229,372,2126,1730,2520,1020,941,1338,28,40,61
"BDET_02459",959,1749,2610,1473,1595,802,702,479,492,1729,1721,2290,1763,1448,1689,248,254,469
"BDET_02460",1266,1890,2888,549,613,399,225,73,198,1321,1261,1821,803,829,1010,67,106,231
"BDET_02461",3888,6157,9152,7145,7038,3631,2806,1530,1878,7365,6636,9017,7432,7113,8144,864,1130,1890
"BDET_02462",381,477,692,719,751,323,412,195,253,817,606,975,522,482,684,106,111,224
"BDET_02463",162,229,357,358,272,147,171,72,123,457,398,597,291,261,300,1,6,18
"BDET_02464",1258,1431,1961,5157,4172,2218,2753,1264,1820,4047,2862,5536,2133,2851,2947,140,200,412
"BDET_02465",1170,1742,2409,1147,1012,600,358,150,279,1295,1194,1632,913,980,1154,65,158,294
"BDET_02466",256,392,613,1072,1000,606,575,269,384,839,644,1009,825,725,910,21,26,61
"BDET_02467",568,952,1378,769,717,369,294,113,185,751,692,1071,586,661,754,37,68,161
"BDET_02468",3735,5760.77308888616,8132,3611,3544,1575,1878,848,1336,3703,3478,4713,3400,3335,4220,329,558,918.656177321612
"BDET_02469",545,886.226911113837,1348,195,212,153,180,51,68,288,291,353,395,430,445,81,114,247.343822678388
"BDET_02470",336,467,539,746,716,377,326,125,222,573,415,823,463,521,609,30,25,67
"BDET_02471",1620,2352,2989,4477,3997,1860,2031,939,1427,4033,3327,5039,2637,2752,3573,130,186,349
"BDET_02472",2244,3679,5486,6948,5950,2813,1971,838,1751,7017,5756,8263,5403,4605,6050,120,172,303
"BDET_02473",945,1321,1903,1153,1025,507,498,193,352,1167,1042,1419,839,830,1060,55,75,153
"BDET_02474",687,975,1225,1255,1114,593,448,181,355,1231,1039,1471,930,843,1057,40,61,114
"BDET_02475",389,610,983,593,551,353,262,100,201,917,862,1086,578,518,728,16,38,59
"BDET_02476",201,257,415,520,572,274,466,338,261,633,647,555,527,565,588,170,150,247
"BDET_02477",1567,2181,3256,7470,6247,3062,2430,1003,1796,5344,3841,6834,3764,4109,5415,92,128,256
"BDET_02478",2061,2918,4692,3464,3132,1515,876,328,666,4010,3533,5085,3063,2811,3712,112,155,278
"BDET_02479",145,254,308,98,70,76,128,30,55,125,108,127,123,140,194,33,26,92
"BDET_02480",443,766,1217,206,203,137,434,174,161,178,163,204,357,513,542,126,162,267
"BDET_02481",1149,1707,2869,498,569,348,498,169,260,651,656,815,1082,1158,1141,273,423,674
"BDET_02482",89,100,170,108,88,92,37,5,32,113,106,162,141,117,172,4,2,1
"BDET_02483",252,342,648,383,351,317,90,31,110,473,400,616,497,485,617,8,14,27
"BDET_02484",612,937,1434,853,789,344,207,100,176,1212,1137,1540,730,680,834,21,34,64
"BDET_02485",4686,6633,11280,1780,1917,1528,2334,864,1075,2058,2050,2837,2987,3803,3809,971,1479,2506
"BDET_02486",11768,19167,29652,5348,5910,3975,5763,2003,3111,6628,6631,9354,11204,12186,13116,2011,3608,5306
"BDET_02487",15,39,33,41,31,15,15,5,13,44,24,49,14,14,38,1,1,3
"BDET_02488",44,132,173,158,143,69,68,21,41,149,138,221,159,139,156,2,4,14
"BDET_02489",446,909,1277,1001,800,434,355,137,256,1102,1047,1380,872,721,930,26,37,48
"BDET_02490",321,506,747,575,487,259,200,87,177,668,631,802,456,412,625,10,25,38
"BDET_02491",1046,1489,2162,1406,1265,564,451,183,346,1401,1166,1909,1147,1212,1548,37,89,131
"BDET_02492",409,695,1084,514,441,231,200,76,149,751,711,1024,487,367,526,22,30,55
"BDET_02493",1069,1957,2636,1799,1590,928,557,190,470,1754,1716,2450,1884,1638,2250,55,105,170
"BDET_02494",711,883,1353,1015,843,410,354,124,343,1183,1065,1378,898,843,1064,52,61,133
"BDET_02495",171,260,397,153,157,106,44,27,38,238,202,292,168,148,208,8,11,16
"BDET_02496",8222,12385,18220,20748,22765,8981,7994,5251,5034,19382,16841,23615,14669,15042,17323,4642,4576,8331
"BDET_02497",874,1364,2472,480,501,383,513,176,249,659,617,858,749,963,889,206,333,531
"BDET_02498",15647,23309,31368,35058,28512,12530,8681,3619,7067,33337,26905,48772,18151,19824,26149,470,774,1319
"BDET_02499",105,140,245,439,593,280,193,113,125,323,280,319,411,408,477,167,174,316
"BDET_02500",2254,3370,5332,2492,2333,1325,2175,887,1016,2706,2446,3349,2877,3112,3422,500,727,1222
"BDET_02501",2158.36348396814,2688.06237588574,4379.64319626023,4266.73384825785,3265.92830205641,1977.17187018745,2394.09342135408,891.869950235338,1689.01293710377,7096.81134179051,5309.33772659765,9629.14481471673,5594.00271006144,4297.62231639936,4949.98169582284,83.9197975984589,135.613889687409,180.741420138049
"BDET_02502",238,452.569940605115,585.582322219165,407.206786098164,426.627537289297,175,247.617817686379,146,156,384.575422334008,335,442.545704452271,412,366,489,60,51.6731032486268,151
"BDET_02503",3008,4528,6100,7393,6480,2956,2840,1336,2078,7345,5859,9131,4722,4869,5979,349,502,854
"BDET_02504",1385,2023,2937,2228,2024,935,628,201,523,2757,2307,3864,1604,1499,1989,40,76,139
"BDET_02505",476,661,965,1161,1074,586,575,267,396,1106,881,1354,786,666,906,25,28,76
"BDET_02506",1753,2632,4140,4597,6259,2311,2788,1685,1561,4969,4386,4910,4465,6153,6092,1633,1755,2532
"BDET_02507",2086,2506,4204,5498,6998,2663,3195,1921,1697,5032,4430,5392,4443,7019,6536,1864,2088,2962
"BDET_02508",24.7114974964109,41.1773707280371,62.2483038640424,147.460701668857,141.878292645381,80.8627031654362,74.7513813353568,43.534501935843,40.7310003538769,70.4210888366123,77.5513428047118,109.142808147205,71.5545516833115,93.5639205869633,91.591288238484,13,21.3665062689758,36.2141559004757
"BDET_02509",135.466621318722,183.313788274279,224.305670463992,314.21733066408,271.492783532546,127.608919495898,149.611688231861,109.681829472507,107.818392776033,150.46343359574,117.670694767924,188.40548578801,115.798955239872,144.005319345226,184.733954200368,24.8722564453015,42.0318830341052,46.9602984681536
"BDET_02510",81.3006826324132,122.686698434369,116.468094290699,35.875794746641,35.4528299418313,18.1985787321192,45.4691379491667,17.320177000792,19.083797082517,110.879741629693,91.8104835758217,164.484317940222,14.3435522942633,12.4169499058328,24.1951562312063,3.82509535490866,1.98871422371447,7.79080273267505
"BDET_02511",1.59707593527505,5,5.34219358669759,16.6969814678945,11.3004880419263,12,10.1993979456127,2.04447143720478,5.88235294117647,2.37484138801716,4.10164911847155,7.23866282165154,16,11.6224489945824,10.4761904761905,0,0,1
"BDET_02512",168.801674362729,403.560350417028,524.142773071255,371.246080137116,295.539606534828,199.068861848797,155.138489858412,52.2426903306844,129.120555647227,341.31978846826,315.571613393001,443.471416638301,270.863541192553,268.132089333404,336.337021522174,18.1784042912344,16.7637533993547,32.8724427970751
"BDET_02513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02514",659.612699725823,882.522403709147,1053.44087874006,8456.75053979596,13548.5067387866,4368.51645800099,7664.33703932296,4328.07066513557,3870.69206899846,3101.83445345703,2603.89099019838,2183.30955870083,6666.26504010395,11438.8981644726,11233.3334252146,2045.55069996044,2928.871127929,3192.36552062482
"BDET_02515",15.701959657588,18.2562303795925,27.1397921841998,108.46447645187,73.1397061256003,24.5751089209411,38.8630820914203,16.4029333785269,28.8296839368266,26.3049691104036,12.2304275788579,55.9904726088806,95.1763750673052,70.7404994713673,100.245493609499,8.00771353594739,9.23557154535355,15.2300086166498
"BDET_02516",1719.41274743881,2683.71662304945,4185.62848636295,16163.2746950813,26132.8089167975,8749.28099189983,10878.4105268113,6072.2214214654,5475.40913626348,9768.51208137881,8250.19951189186,7235.87976420499,13468.8784950922,20473.5795064549,21128.5858739915,4573.24962387456,6214.49415475736,7301.53439668573
"BDET_02517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02518",75.9462891659351,155.421276591304,251.428874029725,180.310735794183,159.356845419364,105.665660678641,59.0682644808573,17.2439020834427,30.3384241753384,197.335641269431,202.62147420533,253.894172434529,184.906733356927,163.43091274811,198.842003130785,6.49686506454699,6.56474640989646,18.1297651079227
"BDET_02519",75.4878456360645,144.683983443189,233.504016020826,130.52529256195,110.145030038597,59.6687700187464,59.593016810582,24.4865769572931,52.6915327016737,78.7084713802116,65.2816591515689,149.869756772656,73.7898129872373,97.1489926523278,110.985178384297,4.76184338873602,17.314109300074,9.75804898577588
"BDET_02520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02521",2608.76393288862,4488.09078599487,6023.77906056478,10530.4650368424,18450.6262182187,5702.72743423015,5127.11516388122,3492.73421206033,2673.26599542826,9301.32240535392,7952.30079679291,7045.01460964,7621.58239945176,11483.4295459081,11355.4221231994,3373.39756495097,4190.04925004915,6231.59505343085
"BDET_02522",25.0483393707003,42.6535142391176,51.8552390525569,20.7764446199291,34.5289512340639,13.0429204151375,17.8337084227389,0,17.5824707217609,67.0573968746537,60.6642872179719,46.1341587092701,20.705922172873,16.8065753282337,19.0245589813014,5.00557211725205,2.36350849912676,6.77048005798903
"BDET_02523",19.5989055523992,27.1628161494122,33.3955324422508,21.0351555836887,28.2197638072955,3.40970979479364,6.64635559852457,6.37613105700068,8.78887114670908,52.6963698276313,52.5356441389837,65.9382243891512,3.58746203017178,7.79207334763923,12.221933813908,3.062457744546,1.62016949493876,8.81340289821789
"BDET_02524",1516.95001454778,2253.36281829122,3051.90089119637,2077.18097855348,2417.3297039857,1022.85157740638,252.707433390349,149.645213775467,172.239725251373,3989.1893588313,3811.92811490633,3169.97064735172,283.977640972153,457.457931215631,428.931618762148,44.7632652464413,79.7044919776566,93.0717213288865
"BDET_02525",2406.9437528438,4321.80692649203,4961.66127485537,3553.71797233737,4752.39586952039,1285.88541186282,3106.14459958669,1803.55417339936,1659.06362068891,11520.5734058208,9850.1615346923,8741.60977851544,1990.39157461191,2996.54493836696,3593.47176077425,957.773662491124,1613.69778867573,1435.39316742188
"BDET_02526",52.2348167737262,63.2276037149952,97.2823304277593,108.285147268933,125.37695905667,48.8488056764589,40.8922584906342,23.5574387247396,27.8613347490342,45.631558478305,49.7056830019666,40.633752304408,73.8450970120535,122.622173125703,130.662468484964,53.3877030750265,85.591117711724,126.804006427121
"BDET_02527",35.9736843718002,54.7322326849903,46.1129342568623,119.26069466193,111.064326489804,33.6134037432871,39.5614790269801,38.689748278603,20.5047222897457,4.11672521907194,1.83573088174125,7.44240984382445,35.7291030088743,42.8876772899682,54.931331497149,14.8675375733691,13.3095079004317,24.5792605769817
"BDET_02528",39.1177167504403,67.24907642395,121.714367146976,348.87160728195,410.711212198994,107.7358577613,292.07801673941,199.759408585748,165.770292895187,68.2730409560247,70.2358182356225,67.0669640012074,134.272315461507,184.418544774506,186.951917585883,35.0003247416564,31.1957471920823,53.3862024798787
"BDET_02529",256.244300863406,401.075092441242,636.898752633664,160.204375056515,174.843289903921,96.7834830359779,27.9196038176401,12.5547060803253,13.3304853915994,491.204596701783,421.551179388495,503.150952792084,32.3495895453751,24.0934921219748,44.1714287479888,1.13762783531589,2,2.36561449126378
"BDET_02530",92.7762051104334,121.480437473751,187.73723675714,58.7969999524652,41.0860575083889,55.3789415469537,30.9937255894574,13.0676544247169,27.8004093230761,37.4265856452945,28.242235066173,47.6202872248891,44.6498386257962,67.660748685435,63.1676123922027,10.9417531874406,23.832798556495,39.4398318217436
"BDET_02531",0,0,0,0,8.35718640905768,7.3396904258558,15.1280101521243,10.7914942214948,4.90985496126171,0,0,13.8794548928479,4.07488160425126,4.11951448544246,15.6610773985249,0,11.608698646989,0
"BDET_02532",47.49309499112,100.847922611066,118.305835323291,11.4623652197656,3.87879267055837,0,8.50262423530343,3.8242017013094,3.18810015425772e-06,48.1891834416913,70.2121892056062,61.3734666181002,4.22521783231878,16.0737074051289,19.3569641425218,0,0,0
"BDET_02533",9.08569126858143,7,11,7.81334634063387,11.7448508437484,5.61092187416156,2.5605248443966,0,4,9.04593952290721,2,11,21,23.8920486937664,27.6106339188392,3.14526393445018,5,13.9406961825489
"BDET_02534",2.25307914586296,5.68120471907173,14.2365395145918,0,1,0,1,0,0,7.29122242084825,5.00018776343523,11.3361027407721,0,0,1.13640892542036,0,1,0
"BDET_02535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02536",2.68589380839686,0,9.45742265757384,15.9250890618584,32.4461076705326,8.61263532677055,6.82423646427611,4.07608471635814,5.00262280078795,9.01725958774656,6.56207505962274,2.49671180349476,10.8046238306937,5.83569413357183,14.50938117124,4.13235328356131,8.57637685236158,6.39914063758867
"BDET_02537",2.33264050192462,2.78271110149579,8.63619506810851,0,0,0,0,0,0.0176755624320886,8.61703305199915,6.49345279067607,9.5839979194225,0,0,0,0,0,0
"BDET_02538",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02539",1,5,3,1,6,0,1,1,0,9,4,6,1,0,0,0,1,0
"BDET_02540",222.663196093006,310.735364732701,439.585089817223,172.907427890449,250.913178288256,92.7797229671975,45.8089440646767,40.1611377919483,25.0708358479034,392.022562652851,303.167108658771,305.122326907542,135.504282565228,167.943711609586,156.42283686709,251.853252214977,249.788380491331,492.47003743681
"BDET_02541",4.39740088996133,0,6.11980640716228,0,0,0,0,0,0,32.1392499919983,15.7214499684456,36.0911073111389,0,0,0,0,0,0
"BDET_02542",0,0,0,1.5,0,0,0.629093876560729,0,0.5,0,0,0,0,0,0,0,0,0
"BDET_02543",45.542141360924,62.2878442195472,197.378910559223,55.0637284516024,72.8726262556039,10.5396548871169,42.0271649802533,19.2952121358641,35.9138739214349,62.9184318320575,32.7197656169057,47.2312921556843,25.4776717415382,42.6904984912864,35.910597304918,22.0523823573821,27.4366004498272,35.9539307618025
"BDET_02544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02546",326.241890785811,388.636376860594,786.898252236963,710.362812594836,830.158753672991,325,589.995138672468,248.999962413788,419.49993160691,469,443.100393798642,433.998369245958,632.118322299189,783.728109222354,733.257356142189,150,170.44933198872,316.695115309387
"BDET_02547",0,0,1.30147922177783,1.4073652797002,2.70577298520735,1.83072241928889,0,0,0,1.6616413978987,2.20081766557318,0,1.24331450134251,3.40667882877645,0,0,2.12802929429159,0
"BDET_02548",0,0,0,0,0,0,0,0.0771246447077688,0,0,0,0,0,0,0.00337236209686853,3,0,3.72267115171107
"BDET_02549",0,0,0,0,0,0.53857330360093,0,0,0,0,0,0,0.552902601822755,1.1534933047066,0.583051307274665,0.5,0.5,0.5
"BDET_02550",0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"BDET_02551",8,22,22,4,1,0,1,0,0,11,9,9,1,0,0,0,0,0
"BDET_02552",26.0331929169874,31.6198469214914,84.9323068667427,9.25799230459965,13.5911487785233,2.88955541819894,5.21968099508461,0,3.73333991049573,14.7626992506233,9.07909653423632,25.11672088932,16.8214666501876,8.0817150701321,11.1507524338041,4.08389253397246,3.43032812771855,1.26019373897967
"BDET_02553",144.321796423021,163.02044080414,214.409505135787,20.1323765094891,29.2999040942247,19.0511129169556,14.9533773553275,6.86217307822851,7.21726885290632,84.9027107676349,66.6100290096976,135.2158219506,17.4098325445584,12.6249063729227,15.7816228597302,0,5.58139701996688,2.05003595235442
"BDET_02554",546.767085008053,848.704220553762,1070.13781549277,811.808445413381,1011.83338660619,443.108906039063,120.070917288295,56.8304842241236,67.9479408978033,892.446219513484,787.899075479001,860.125086385375,155.342087460194,215.398442748079,219.917710435413,135.652412740169,132.981642187348,218.411793539134
"BDET_02555",5.30284847860888,7.49985228641924,8.71256697628204,8.38089977189607,5,1,1.35274932445998,2,1,27.4088026702615,15.9515562571619,41.7494475294431,2,0,0,0,0,0
"BDET_02556",0,0,0,0,0,0,0,0,1.02840306252615,0,1.05089945656929,0,0,0,0,0,0,0
"BDET_02557",1,2.30800307107156,4,0,1,1,0,0,0,9,2,2,0,1,1,0,0,0
"BDET_02558",3.08912508677341,1.02677458000886,3.23327074166021,14.9088898549304,22,16.272686138739,4,1.39780527413868,5,14.3724514202713,9.32315818258047,9.16275233891597,93,90,120.901831225765,18,20,20
"BDET_02559",0,1,0,2,0,1,0,1,0,10,8,5,4,3,7,1,3,4.82179947002646
"BDET_02560",0.667447404018532,0,2.00566376511542,0,2.00498433447581,0,49.3534473179739,24.4124147259442,11.6819938401971,6,3.85914109426572,0,0,3.68838368028337,1.14875808831846,0,1.63910153831718,0
"BDET_02561",3,3,5,1,0,1,7,1,5,13,12,9,0,1,0,0,0,0
"BDET_02562",4,0,7,4,3,2,3,1,0,50,33,41,4,3,2,0,2,7
"BDET_02563",4,2,4,8,2,1,5,1,6,18,10,24,3,4,3,0,1,1
"BDET_02564",2425,3104,4818,3074,2500,1155,971,402,858,3886,3582,5177,2596,2269,3186,64,91,162
"BDET_02565",1405,2212,3061,1567,1451,556,727,363,576,2210,1951,3065,1735,1685,2077,215,267,561
"BDET_02566",623,1078,1622,1196,1079,530,532,224,443,1679,1611,2194,993,788,1167,79,112,231
"BDET_02567",823,1259,1863,1481,1293,657,646,266,445,1734,1440,2313,1060,976,1346,47,55,114
"BDET_02568",358,518,682,496,459,226,180,63,143,653,581,768,419,415,503,16,42,53
"BDET_02569",16.65,24.5769230769231,43.6363636363636,121.371428571429,79.2972972972973,50.0294117647059,26.2777777777778,19.0769230769231,44,0,0,0,130.256756756757,89.7358490566038,123.195402298851,0,2.66666666666667,21
"BDET_02570",789.380670227683,1003.6247542767,1415.14689514089,550.41017529685,426.502141187914,277.285486480946,100.688417758057,58.3189828460046,85.1410762748552,940.876791717068,686.141017836186,1077.03601402787,1067.46587805061,816.502096374125,1139.36962740141,41.0274475102905,71.4251620622538,151.241360340362
"BDET_02571",669.867595805091,749.787447939769,1054.69602129415,3077.3267207085,2653.36428943314,1334.28145354726,1716.27620314643,885.272553594342,1344.99857775407,979.906135853612,614.500428946169,1213.56407371141,2823.54753660064,2664.14053299718,3311.04917546557,229.22893376846,387.616839236738,634.143886195741
"BDET_02572",12.5700051961835,18.133596926359,13.2571000909688,4.44527085389777,1.93459905646707,5.55076251143913,17.0774521226484,5.71028595310034,6.96112828284154,14.5739385644907,14.3320517844843,23.2027122221171,3.07415355991549,3.63344465306174,3.14624266039392,1.43020001538366,0,3.66024032530318
"BDET_02573",0,0,2.12355830300213,23.977007946822,20.6823484936581,6.34600791456465,16.7520229381376,9.9617345781066,9.58356011162747,0,0,0.0201874601390285,8.06542849650036,10.7846918729173,11.5056569025906,2.48779746515223,0,6.65009672178757
"BDET_02574",4371,6885,10072,6595,5927,2822,2892,1312,2234,7323,6442,9902,6044,5786,6919,423,543,1103
"BDET_02575",394,515,735,210,188,103,107,51,112,245,249,357,215,237,284,48,72,103
"BDET_02576",222,285,523,379,340,161,138,69,90,305,247,406,362,380,611,7,15,17
"BDET_02577",3451,4643,6806,4976,4368,2079,1954,828,1679,4639,3837,6466,3953,3965,4855,350,466,973
