"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_02214",595,1213,1639,1512,1357,580,380,182,359,1663,1315,2287,1177,1076,1338,34,46,76
"BDET_02215",6550,10564,15151,14329,11477,5475,4293,1807,3463,15145,13523,18423,11238,10187,14317,281,393,668
"BDET_02216",434,568,745,622,594,288,289,109,195,760,608,992,339,343,423,16,25,43
"BDET_02217",315,468,678,326,299,166,72,39,77,499,369,647,245,186,268,10,14,19
"BDET_02218",201,295,494,91,108,87,211,62,76,136,144,166,132,216,204,55,99,157
"BDET_02219",359,614,902,910,696,435,215,70,203,803,696,985,687,614,841,18,15,37
"BDET_02220",72,108,114,31,42,35,15,5,16,47,50,76,76,104,82,12,24,48
"BDET_02221",185,311,474,353,324,157,126,58,88,325,239,347,274,268,342,17,29,46
"BDET_02222",4219,6068,10514,12004,19247,7393,14716,9495,7278,14353,12888,13107,15192,20411,19830,4462,4535,7676
"BDET_02223",4406,6302,9047,5421,5142,2478,2721,1232,1930,5669,5153,7008,4679,4677,5623,388,638,1148
"BDET_02224",31,36,59,98,92,62,63,29,43,93,65,100,84,76,94,8,6,6
"BDET_02225",4840,6125,9405,15973,27453,8777,14570,9118,7017,14965,12695,13636,14333,22649,20492,6553,7462,10168
"BDET_02226",1066,1387,2310,4689,8628,2777,2576,1902,1291,3510,2949,2983,4557,6471,5929,2822,2982,4821
"BDET_02227",164,322,438,77,75,80,160,81,65,60,61,85,74,110,142,33,53,77
"BDET_02228",268,391,604,743,666,383,186,89,173,702,593,819,537,465,644,24,52,78
"BDET_02229",101,202,308,285,291,122,91,35,76,280,244,384,250,180,252,3,11,9
"BDET_02230",16,25,33,24,13,11,20,8,14,30,18,14,17,19,21,0,2,4
"BDET_02231",2297,3244,4768,3753,3413,1839,900,368,731,3426,2839,4602,2614,3045,3505,198,392,647
"BDET_02232",775,1210,1834,1637,1409,698,492,234,449,1724,1515,2255,1460,1256,1606,32,52,112
"BDET_02233",527,739,1057,780,758,339,252,143,193,877,772,982,619,614,757,124,122,227
"BDET_02234",43,78,126,94,131,56,51,26,21,120,115,135,90,90,110,33,19,53
"BDET_02235",2687,3340,4347,5255,6376,2600,2617,1563,1503,4028,3480,4912,2829,4637,4166,2095,2122,3439
"BDET_02236",2756,4252,6487,10000,15812,5248,9263,6003,4948,7881,6737,6933,7095,10968,10820,4653,5135,6680
"BDET_02237",2008,3034,4806,3461,3611,1556,1454,774,942,3484,2852,4032,2460,2562,2970,481,523,1007
"BDET_02238",1614,2411,3816,835,931,595,560,170,375,930,1001,1275,1443,1604,1615,266,377,672
"BDET_02239",798,1516,2051,526,535,310,468,224,289,642,581,878,379,430,464,77,84,155
"BDET_02240",8.98280557880056,9.87110951305103,17.1845065560318,72.9391783898246,57.1318417909999,32.5202606096708,31.469998376787,15.7290963161355,15.4901462837954,11.4866231629409,5.850322858135,22.7252547756311,11.1039933250711,25.9471994862508,20.4730387669571,6.02626329222163,4.69730541701314,10.5070694173377
"BDET_02241",313,522,779,68,91,86,92,30,54,129,149,169,257,260,302,36,59,101
"BDET_02242",294,403,570,383,361,158,94,25,80,370,306,469,298,291,333,17,26,48
"BDET_02243",86,161,264,94,66,44,27,14,27,101,91,141,123,99,101,2,1,14
"BDET_02244",790,1147,1690,1321,1059,600,448,179,318,1198,971,1483,1019,865,1190,20,35,77
"BDET_02245",738,1034,1720,1433,1286,800,731,317,497,1727,1373,2064,1033,1061,1362,44,54,99
"BDET_02246",1452,2680,3893,3775,3129,1582,1435,705,1059,5218,4310,6248,2557,2410,3233,138,137,256
"BDET_02247",851,1293,1887,2298,1982,1010,676,295,595,2365,1920,2659,1599,1517,2029,49,47,137
"BDET_02248",66,96,143,229,215,101,86,52,70,183,126,310,102,124,142,5,12,13
"BDET_02249",457,808,1175,461,375,173,17,18,27,462,417,680,377,485,553,7,9,19
"BDET_02250",2661,6787,7707,20451,15569,6224,1655,610,1477,7773,5604,7173,4788,5413,7236,59,152,379
"BDET_02251",242.349974576464,316.032791757273,453.47944120973,163.355019231888,145.907034048223,56.8196553593449,76.8909592060996,48.9717036824683,61.9051813072969,453.476765319712,365.74696015221,556.964329480317,123.774816943656,137.746292964094,138.145500939721,2.57832182957653,6.51261378325312,13.3455961511561
"BDET_02252",697,1046,1396,1910,1645,849,796,372,606,1498,1122,2075,1072,1047,1366,41,53,111
"BDET_02253",184,219,326,359,276,214,86,42,76,307,288,411,238,207,294,10,6,31
"BDET_02254",1831,3166,4891,3488,3079,1999,971,343,787,3988,3745,5786,2990,2584,3306,108,153,297
"BDET_02255",638,1004,1528,802,607,338,284,104,245,917,875,1123,852,814,1080,18,33,60
"BDET_02256",1119,2092,2253,1985,1634,509,472,237,446,1747,1369,2026,907,938,1308,24,48,81
"BDET_02257",70,104,163,29,30,21,29,8,20,41,48,61,48,62,63,8,28,24
"BDET_02258",613,1181,1652,929,803,461,380,220,327,1314,1156,1737,762,786,1037,48,63,127
"BDET_02259",4380,6598,8549,6431,5694,2812,1705,699,1509,7919,6845,9908,5309,5285,6531,237,358,607
"BDET_02260",692,1056,1419,1317,1123,612,640,276,442,1507,1195,2059,904,843,1068,29,53,89
"BDET_02261",327,510,840,660,603,358,273,128,216,680,532,763,590,425,624,12,14,38
"BDET_02262",1968,3291,5178,7837,12632,4468,5736,3849,2884,6381,5287,5856,6094,7679,7776,3007,2948,4848
"BDET_02263",17,40,54,88,138,48,85,49,64,40,28,51,144,141,140,57,81,67
"BDET_02264",2713,4135,6470,11267,17198,6554,7414,4384,3498,8713,7468,9463,10126,15907,14975,3419,3530,5898
"BDET_02265",13,15,25,27,36,14,38,16,19,40,30,32,24,34,32,6,13,13
"BDET_02266",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"BDET_02267",3830,5462,7078,11656,9872,4438,3834,1675,3065,9826,7163,13072,5899,6191,7778,211,321,658
"BDET_02268",1803,2612,4114,1695,1717,1299,1467,824,796,1577,1449,1923,2279,2825,3157,370,506,967
"BDET_02269",2838,4982,7339,3219,3082,1527,1058,388,815,3863,3598,5319,3513,3164,3862,258,396,643
"BDET_02270",434,788,1175,839,665,383,231,104,206,917,813,1134,709,554,799,12,24,50
"BDET_02271",517,785,1204,890,902,541,311,132,234,1225,1077,1384,793,694,963,15,32,63
"BDET_02272",108,215,394,43,53,26,59,20,33,63,62,69,113,104,110,24,40,65
"BDET_02273",1224,1895,3212,488,503,398,532,174,254,606,524,776,953,1108,1229,209,358,628
"BDET_02274",262,371,579,157,188,108,199,59,86,161,176,220,362,385,438,67,115,201
"BDET_02275",30,69,93,92,75,38,36,14,36,88,88,105,96,59,109,2,0,2
"BDET_02276",4309,6237,9469,1738,2103,1356,1143,395,749,2953,3110,3978,3527,4068,4168,465,772,1348
"BDET_02277",909,1634,2307,1582,1477,614,531,233,481,1802,1559,2102,1464,1241,1797,69,89,154
"BDET_02278",993,1520,2051,1710,1500,817,606,205,485,1671,1505,2090,1533,1233,1671,46,82,152
"BDET_02279",75,108,150,119,133,48,62,22,43,132,115,135,157,115,141,2,6,21
"BDET_02280",156,235,359,299,290,142,108,53,85,310,277,342,267,245,331,7,21,39
"BDET_02281",1977,3232,4700,4489,4013,1954,1488,585,1139,4625,4050,5853,3548,3081,4023,64,126,214
"BDET_02282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_02283",345,504,724,194,146,99,118,27,59,222,180,282,250,312,355,33,50,100
"BDET_02284",1159,1647,2116,1475,1346,700,465,202,362,1510,1365,1717,1344,1092,1494,41,63,113
"BDET_02285",476,513,746,630,588,244,289,145,210,656,471,793,373,423,526,18,20,50
"BDET_02286",1234,2332,3326,2197,2001,883,703,282,502,2164,2056,2978,1864,1821,2333,79,131,222
"BDET_02287",2909,4898,6127,5120,4703,2087,1692,609,1422,4659,3871,6225,3433,3240,4474,176,230,475
"BDET_02288",1249,1812,2608,2246,1724,812,454,205,463,2928,2324,3436,1679,1757,2252,26,35,59
"BDET_02289",714,1222,1749,1012,940,382,371,160,345,1259,1227,1703,1006,883,1199,18,38,73
"BDET_02290",1552,2431,3679,2935,2808,1420,1473,759,1025,3501,3045,4325,2586,2288,2852,135,179,283
"BDET_02291",1058,1457,1835,1514,1501,743,530,186,446,1565,1359,2203,1397,1355,1652,57,94,163
"BDET_02292",546,749,1024,977,781,479,206,95,203,797,724,1196,726,668,829,27,31,57
"BDET_02293",177,271,374,304,303,170,99,57,86,311,206,321,245,192,277,19,10,18
"BDET_02294",446,719,1019,746,734,356,239,97,218,747,688,946,733,663,901,15,33,55
"BDET_02295",882.992847190929,1318.9995708235,1683.99998854771,1010.2491206028,649.777196948078,358.625752817518,195.330078969189,167.566515321043,296.901617197734,999,1002.99999881493,1572.99056721903,446.271528434349,431.371131594466,687.742389860134,36,40,29.1274684435174
"BDET_02296",7859.99082586869,10562.9999995828,16460.9902610703,16535,14628,6475,4631,1702.99963239782,3863.99023877448,17582.9902465081,14898.9999999337,25631.9995224337,12310.9997313521,11127.9901792138,16177.7494589002,222.511416170513,299.402714326781,686
"BDET_02297",975,1515,2253,1092,1097,623,462,173,291,1228,1281,1602,1368,1194,1499,70,102,216
"BDET_02298",376,498,736,1153,1006,642,553,195,349,1066,814,1157,889,837,1111,22,39,78
"BDET_02299",1513,2105,2800,1700,1606,735,660,305,569,1917,1716,2331,1369,1221,1655,65,111,186
"BDET_02300",136,243,368,512,427,215,205,111,161,444,338,451,325,255,368,40,67,115
"BDET_02301",866,972,1664,2439,3275,1544,1736,1240,1063,2728,2215,2586,2195,2355,2430,930,1076,1752
"BDET_02302",1230,1329,2353,3288,4766,1873,2151,1418,1206,5288,4499,4589,2278,3496,3191,915,1225,1608
"BDET_02303",79,92,164,195,206,109,93,54,83,204,148,173,142,116,153,18,29,53
"BDET_02304",5046.19747967666,7259.52059255479,10555.3345056069,19786.2429915053,16534.4697280023,8454.70969800658,8926.04631979669,3996.53601210953,6035.44531765591,18641.7668020953,14167.1828255014,22377.9040104089,10601.9103676778,11451.1037926976,13446.2154576852,442.915926067506,603.055117615379,1178.18559817546
"BDET_02305",1783.80252032334,2534.47940744521,2990.66549439311,9200.75700849474,7438.5302719977,3991.29030199342,4021.95368020331,1752.46398789047,2735.55468234409,7229.23319790469,5050.81717449855,10304.0959895911,3266.08963232217,4322.89620730243,4669.78454231478,203.084073932494,257.944882384621,448.814401824539
"BDET_02306",0.00917413130848158,4.17214240496552e-07,0.00973892973326717,0,0,0,0,0.000367602177694305,0.00976122552016471,0.00975349187015867,6.62977876280478e-08,0.000477566332820471,0.000268647926731119,0.00982078622320273,11.2505410997651,5.48858382948672,35.5972856732192,0
"BDET_02307",0.00715280907099752,0.000429176504298701,1.14522923404296e-05,596.750879397205,687.222803051922,251.374247182482,356.669921030811,82.4334846789572,135.098382802266,0,1.18507071220022e-06,0.00943278097037849,601.728471565652,637.628868405534,631.257610139866,0,0,57.8725315564826
"BDET_02308",127,194,298,500,724,258,1046,621,544,640,597,382,236,512,523,102,142,187
"BDET_02309",1243,1439,2016,5176,7289,3048,8046,4569,3151,3287,3033,3128,4663,9140,7866,6407,7015,10676
"BDET_02310",1221,1873,2788,3059,2797,1456,960,408,712,2886,2229,3362,2329,2176,2728,71,75,174
"BDET_02311",11526.6935480684,12503.6681411784,19997.6269443996,763.744481759825,783.542871178345,313.413227568762,5705.28325590312,2277.45173971101,5704.70698867173,7118.62985839716,10736.973709061,14890.6983544673,1080.21914822963,1563.64635762098,1541.84350945427,95.9874736978614,81,118.164342229217
"BDET_02312",6501,9372,13708,8931,7754,3677,2966,1206,2616,8686,7679,12626,6731,6240,7963,260,368,688
"BDET_02313",808,989,1443,760,707,429,440,201,347,1057,892,1434,463,498,635,13,21,45
"BDET_02314",5620,8485,13432,21927,32472,11794,15964,10413,7998,23626,21579,19906,18567,26357,23465,7721,9384,12657
"BDET_02315",484,922,1125,838,624,205,305,129,224,990,846,1456,584,472,754,14,23,29
"BDET_02316",330,528,698,531,474,297,160,60,130,527,441,733,401,343,502,23,34,47
"BDET_02317",560,811,1137,621,574,313,167,59,134,892,720,1083,582,622,676,39,40,87
"BDET_02318",287,326,396,479,464,242,203,98,162,467,359,566,309,357,452,34,38,63
"BDET_02319",1,0,2,3.55243095229082,7.74489755639684,3.710144169908,8,2,2.29359771977914,4.76756322932207,5.80602736828298,2.35238350821427,0,1.14320728538696,2.35593551495172,0,0,0
"BDET_02320",487,807,1117,947,807,448,186,59,176,1525,1239,1850,618,619,781,19,28,53
"BDET_02321",259,452,679,632,520,383,118,52,114,641,442,640,385,320,497,7,9,27
"BDET_02322",213,300.5,471,197,237.5,132,289.5,154.5,134.5,187,206,347,84.5,87,102,196,186.5,383
"BDET_02323",3,3,6.5,1,1,1,1,0,1,1.5,2,1.5,1,1.5,1,0,0.5,1
"BDET_02324",386,577.979567491979,864.273284202979,631.210230028335,473.8865686273,211.207002491076,295.601786414754,127.464907201221,188.428048234931,767,662,1104.10284406072,350.254271303215,314.076259172547,376.421435339307,43.3126906472282,45.9299044266553,59.2075679379001
"BDET_02325",0,2,1,3,3,5,1,0,4,1,0,1,1,0,0,0,0,1
"BDET_02326",0,12.2712035877319,9.5776224847315,2.36756689843428,8.68791162864956,1.27993961472577,7.88613944488232,2.67168422402866,4.24915774078419,3.50466537036419,3.15453250311643,6.31543486688757,7.89300051712245,4.32994455430394,3.63187489285649,1.19740516403203,4.41664894353156,2.15467362670918
"BDET_02327",0,9.02043250802147,29.7267157970208,548.789769971665,492.113431372701,279.792997508924,241.398213585246,168.535092798779,180.571951765069,0,0,7.89715593927635,232.745728696785,264.923740827453,344.578564660693,27.6873093527718,12.0700955733447,76.7924320620999
"BDET_02328",3,3,6.5,1,1,1,1,0,1,1.5,2,1.5,1,1.5,1,0,0.5,1
"BDET_02329",213,300.5,471,197,237.5,132,289.5,154.5,134.5,187,206,347,84.5,87,102,196,186.5,383
"BDET_02330",2,1,2,0,1,0,5.88026440041295,2,4,1,4,2,0,1,0,0,0,2
"BDET_02331",0,0,0,1,0,0,1.11973559958705,0,3,0,0,0,0,0,0,0,0,1
"BDET_02332",3,4,4,2.44756904770918,2.25510244360316,1.289855830092,12,2,4.70640228022086,1.23243677067793,1.19397263171702,3.64761649178573,2,5.85679271461304,3.64406448504828,1,0,1
"BDET_02333",1161,1932,2896,1269,1198,703,252,80,240,1731,1701,2623,1252,1207,1499,52,110,220
"BDET_02334",400,852,1063,629,629,466,195,45,169,503,507,740,781,1055,1266,49,87,175
"BDET_02335",4858,6496,8791,8330,7375,3408,2293,879,1812,7883,6362,10339,4865,5497,6504,261,449,787
"BDET_02336",2115,3523,5097,4552,4034,2143,1535,611,1210,4035,3437,5093,3619,3056,4372,105,188,304
"BDET_02337",1776,2574,3352,4490,5140,2052,2340,1562,1321,3580,3034,4207,2513,3423,3570,1730,1891,2995
"BDET_02338",128,137,245,180,176,121,62,25,50,196,147,236,146,137,168,4,9,24
"BDET_02339",506,770,1171,1592,1872,948,734,523,429,1390,1198,1595,1078,1015,1201,357,262,632
"BDET_02340",722,980,1497,3796,3215,1803,1757,734,1135,3512,2723,4279,2449,2646,3194,83,126,266
"BDET_02341",2457,3786,6331,16721,26703,9896,11116,7555,5400,19723,16874,14716,11867,19064,17742,3975,4689,6481
"BDET_02342",102,146,225,827,1296,450,824,516,367,709,563,537,556,935,740,235,300,383
"BDET_02343",9776,14831,21774,38930,30941,14901,9729,4042,7293,35269,25992,44663,21446,21481,29339,426,588,1135
"BDET_02344",2895,4262.51142710526,6108.19032301282,11385,9329,4382,3329,1356,2362,9676,7438,12429,5851.20929710192,6353,8240.20862443028,151,251,419
"BDET_02345",0,0,0,0,0,0,0,0,0,0,0,8.83404897570716e-07,0,0,0,0,0,0
"BDET_02346",9657,14163.4885728947,17885.8096769872,30242,24480,11441,8620,3631,6600,25924,19906,35027.9999991166,15107.7907028981,16503,21644.7913755697,419,678,1233
"BDET_02347",12,11,19,2,3,2,7,7,9,8,13,17,2,2,5,0,3,2
"BDET_02348",108,158,215,213,192,104,88,76,64,165,193,293,100,100,139,9,10,21
"BDET_02349",112,211,310,145,129,86,97,63,63,311,265,271,93,69,146,9,13,26
"BDET_02350",292,440,633,175,179,136,111,25,65,289,299,430,194,245,237,18,32,61
"BDET_02351",24,67,68,67,41,10,23,8,18,62,53,97,26,23,24,0,0,6
"BDET_02352",3411,4343,7041,3373,3926,2407,5048,2025,2473,5890,6799,10353,674,537,609,200,201,237
"BDET_02353",942.783960512001,1526.2373446676,2302.54392959921,1094.2274118663,1080.94004022023,676.249149369967,246.877916535998,121.803925499228,203.609794082359,1233.34758816106,1159.30469777845,1520.8426323317,1208.22395645617,1110.47037702068,1369.25655564013,98.5606094669777,114.069198686031,220.01284498542
"BDET_02354",1040,1932,2630,2015,1760,1075,485,227,380,2326,2241,3671,1773,1927,2302,52,98,180
"BDET_02355",462,626,982,1136,977,519,453,164,368,799,702,1220,820,773,1070,21,15,46
"BDET_02356",810,1142,1937,1649,1436,709,522,232,421,1756,1455,2151,1171,994,1384,40,31,112
"BDET_02357",1118,1370,2156,2052,1862,1084,723,309,594,1935,1582,2438,1542,1596,1899,80,133,247
"BDET_02358",919,1527,2278,1903,1777,889,1300,742,950,2051,1936,2635,1635,1631,1910,134,127,277
"BDET_02359",5732,8077,12676,18155,29709,11321,24699,15320,11480,24971,22132,20788,16693,27016,25605,7614,7947,11744
"BDET_02360",324,477,684,317,311,171,204,102,138,269,288,333,426,438,522,36,57,103
"BDET_02361",4208,5898,8256,6891,9535,3724,5717,3290,2997,8944,7658,9042,6411,8540,8559,2058,2421,3509
"BDET_02362",49,82,129,29,52,23,16,4,13,49,29,45,64,68,54,8,5,31
"BDET_02363",1018,1453,2005,2336,1968,1178,1348,498,770,2255,1786,2542,1776,1693,2061,101,145,248
"BDET_02364",25,26,40,50,67,34,92,42,28,49,51,53,64,99,94,29,25,46
"BDET_02365",1554,2447,3584,1938,1822,993,948,394,503,2343,2113,2967,1672,1739,1981,140,164,303
"BDET_02366",348,569,837,830,784,433,256,84,190,703,666,1017,704,633,778,22,34,66
"BDET_02367",3946,5477,7724,15516,12964,6870,7344,3313,5183,12824,9606,15597,8474,8839,10314,626,768,1450
"BDET_02368",1428,2293,3335,1014,1038,525,269,88,218,1992,1920,2875,1511,1476,1655,81,139,239
"BDET_02369",1110,1628,2252,2036,1738,830,515,217,488,1904,1653,2512,1608,1486,1929,45,79,136
"BDET_02370",4522,5937,9322,15119,21076,7975,11312,7144,5802,15532,13815,13348,13958,19791,19551,5945,7280,10105
"BDET_02371",593,818,1234,1489,1214,608,651,286,463,1387,1156,1624,1139,1023,1398,25,32,71
"BDET_02372",676,951,1383,1420,1589,912,735,470,528,1878,1622,1974,995,1083,1236,359,367,711
"BDET_02373",485,740,1303,266,282,184,290,106,135,308,257,427,363,526,501,104,117,228
"BDET_02374",986,1375,2058,2182,2546,1093,1142,754,706,1950,1578,2424,1354,1822,1860,454,500,730
"BDET_02375",650,1018,1461,389,393,234,185,66,131,448,417,564,606,569,673,45,83,169
"BDET_02376",588,844,1258,520,427,211,326,129,271,936,894,1102,632,524,721,11,22,45
"BDET_02377",242,378,563,639,610,303,230,115,198,535,410,662,446,462,542,15,19,48
"BDET_02378",952,1317,2102,2807,3013,1512,1696,1025,1014,3062,2568,3448,2396,2437,2737,353,380,588
"BDET_02379",1184,1951,2957,2188,2061,1002,761,375,573,2154,1907,2837,1734,1588,2043,140,177,293
"BDET_02380",118,167,256,286,252,210,156,77,134,396,330,495,277,231,273,10,5,28
"BDET_02381",877.472643257927,1241.97666580102,1997.87877493841,1862.64262581386,1801.54223332282,809.635793357843,774.965473767814,320.208583633471,644.735328250026,2390.2885289354,1926.11975547308,3268.13018496664,1342.38612056875,1204.53236156854,1654.37533485288,44.4107897998255,75.9481393526268,127.691347587846
"BDET_02382",14,25,36,24,22,11,34,8,13,31,35,49,13,14,24,0,1,7
"BDET_02383",323,568,769,411,403,189,86,39,74,589,541,817,210,238,299,13,27,40
"BDET_02384",5672,7133,9065,14262,14219,6308,6828,3623,4091,12172,10323,14324,8772,10993,11886,3005,3944,5501
"BDET_02385",309.211594961747,470.358778674805,846.241552829177,691.220795043218,635.438094076373,426.697272820032,312.475184354729,98.6866874174882,240.569289091235,818.618086739308,709.084437380175,996.903081839669,564.125965329218,555.531412381311,663.852468414403,8.85575039300432,27.7298321383496,52.9774775601981
"BDET_02386",126.130410310196,229.297595847532,289.459095669067,403.182380758627,380.054427234009,193.848028581667,91.9476486214404,64.6069452299996,76.5473479721031,415.737189218468,319.994739849561,444.055873126662,248.861031407781,229.472968218171,370.486769152134,0,0.787614538009661,12.5587576294913
"BDET_02387",75.5273567420729,47.0233341989823,70.1212250615933,153.357374186136,110.457766677181,91.3642066421573,66.034526232186,33.7914163665287,20.2646717499743,104.711471064601,123.88024452692,248.869815033359,33.6138794312543,65.4676384314626,83.6246651471161,8.58921020017448,8.05186064737325,26.3086524121544
"BDET_02388",876,1316,2001,2174,1955,1100,764,354,636,2076,1698,2307,1723,1459,1801,53,82,163
"BDET_02389",595,787,1181,224,253,204,226,85,108,254,212,344,338,497,473,100,163,249
"BDET_02390",1966,2775,4296,4497,6597,2909,3703,2455,1889,5285,5026,4917,4855,6314,6338,1971,1790,3166
"BDET_02391",181,339,440,280,212,178,100,38,89,329,228,348,232,233,297,10,7,24
"BDET_02392",145.869589689804,232.702404152468,330.540904330933,302.817619241373,255.945572765991,88.1519714183328,127.05235137856,29.3930547700005,85.4526520278969,293.262810781532,248.005260150439,461.944126873338,237.138968592219,200.527031781829,279.513230847866,10,21.2123854619903,27.4412423705087
"BDET_02393",200.788405038253,342.641221325195,581.758447170824,585.779204956782,630.561905923627,358.302727179968,365.524815645271,166.313312582512,238.430710908765,1245.38191326069,879.915562619825,1268.09691816033,552.874034670782,532.468587618689,728.147531585597,22.1442496069957,33.2701678616504,53.0225224398019
"BDET_02394",1309,1863,2643,1552,1440,753,461,201,414,1568,1454,2225,1389,1264,1654,56,89,232
"BDET_02395",1353,2062,3118,1967,1866,816,625,312,529,2125,1798,2595,1638,1630,2033,148,163,386
"BDET_02396",314,575,772,421,384,162,112,66,108,451,385,546,398,337,437,24,40,72
"BDET_02397",4511,7924,11472,4925,4490,2204,832,280,935,7811,8138,11510,4593,4299,5423,157,227,346
"BDET_02398",141,353,512,147,133,92,53,24,53,171,182,231,187,149,144,19,26,54
"BDET_02399",2805,4482,6385,4017,3547,1839,1071,438,903,4477,4079,5657,3405,2988,4084,94,165,308
"BDET_02400",1254,2023,3106,820,594,324,619,276,480,985,1414,1951,207,344,388,32,44,81
"BDET_02401",269.806080928944,437.024545637404,539.73879783884,482.993022380781,367.864289778518,193.770261517739,235.167646825935,124.747485075949,150.840300761376,243.530599955975,203.915022848662,427.018116873867,181.282411854057,220.132823101312,293.473753699784,21.8090111515953,8.58672884059297,35.2501466179873
"BDET_02402",601,936.630656934307,1198,1170.91062801932,987.316066725198,476.994671403197,386.57824933687,160.547368421053,281.307692307692,1316,1001.51846381093,1527,326.407982261641,488.235294117647,502.777777777778,26.7567567567568,40.2972972972973,96
"BDET_02403",4153,6699,9828,1778,2090,1434,600,200,529,2775,3033,3866,1840,2069,2096,149,202,445
"BDET_02404",0,1.36934306569343,0,1112.08937198068,1083.6839332748,496.005328596803,307.42175066313,167.452631578947,293.692307692308,0,1.48153618906942,0,374.592017738359,424.764705882353,583.222222222222,28.2432432432432,30.7027027027027,128
"BDET_02405",290.193919071056,559.975454362596,708.26120216116,431.006977619219,396.135710221482,204.229738482261,231.832353174065,122.252514924051,180.159699238624,502.469400044025,410.084977151338,711.981883126133,214.717588145943,227.867176898688,365.526246300216,6.19098884840472,21.413271159407,25.7498533820127
"BDET_02406",601,805,1228,841,784,455,680,271,326,803,686,980,715,774,932,107,140,320
"BDET_02407",220,301,451,857,1074,364,424,361,261,710,502,771,369,388,452,215,118,247
"BDET_02408",699,1049,1492,1216,1079,511,297,129,269,1407,1232,1850,762,689,899,20,39,72
"BDET_02409",4,3,11,2,7,3,13,1,9,20,10,15,5,5,7,0,3,0
"BDET_02410",2279,4069,6615,11329,17697,6007,7121,4927,3565,9052,8322,8579,8703,11554,11807,5339,5444,8867
"BDET_02411",3856,5402,7727,8518,7268,3801,2610,1115,2051,9417,7330,12254,5506,5525,6831,124,182,395
"BDET_02412",264,341,503,378,366,177,161,49,120,494,414,560,245,264,294,14,26,25
"BDET_02413",212,379,520,460,422,318,180,62,142,679,577,635,346,303,340,15,20,43
"BDET_02414",4986,9659,10971,10748,8302,2139,2663,1140,2255,9706,7650,12651,4073,3982,6474,103,177,271
"BDET_02415",576,1153,1029,858,730,208,232,111,225,790,543,1048,350,391,621,13,24,57
"BDET_02416",305,414,602,891,982,538,415,221,267,1068,764,1109,529,741,826,146,144,312
"BDET_02417",19,53,83,16,15,16,26,8,13,27,21,34,39,37,42,8,21,30
"BDET_02418",9,14,32,4,5,3,8,4,2,4,6,14,12,9,3,2,6,4
"BDET_02419",68,139,260,38,66,32,82,26,36,73,71,80,111,107,97,22,44,67
"BDET_02420",787,1159,2014,349,376,301,567,165,246,480,482,682,820,1085,1029,202,280,500
"BDET_02421",2834,4588,7389,7945,11896,4459,6403,4272,3314,9140,7799,8023,8192,10950,10541,2565,2738,4426
"BDET_02422",354,501,595,647,595,281,208,93,193,682,518,784,516,425,612,12,29,53
"BDET_02423",176,216,327,673,596,330,383,164,275,565,418,665,403,385,568,16,9,34
"BDET_02424",974,1477,2221,2304,2007,1005,923,444,748,1822,1492,2604,1410,1438,1778,49,66,158
"BDET_02425",1728,2838,4160,1857,2126,1107,1855,1045,934,2144,2056,2197,1744,2484,2580,551,784,1235
"BDET_02426",1608,2821,4147,3716,3026,1544,1042,395,910,3634,3349,5201,3045,2480,3140,94,122,245
"BDET_02427",2250,3438,5069,3744,5841,2587,9746,5245,4187,3044,2762,2585,5588,7610,7191,1886,2645,4208
"BDET_02428",773,1263,1703,618,639,424,555,167,215,718,674,885,628,747,894,116,153,338
"BDET_02429",4,8,11,6,5,2,1,1,2,3,2,3,1,5,3,0,0,1
"BDET_02430",1945,3172,5703,5545,8749,2853,1990,1666,1071,4073,3928,4048,3906,4855,4458,1388,1420,2468
"BDET_02431",5699,7936,14058,13779,20749,6737,5528,4462,3089,10955,10088,10828,9110,12597,12027,3454,3549,5848
"BDET_02432",920,1553,2338,2408,3183,1303,939,542,598,1659,1524,1989,2184,2446,2606,579,648,981
"BDET_02433",387,609,948,586,506,306,288,109,187,540,420,675,529,598,777,85,119,213
"BDET_02434",13693,17311,23752,24029,25943,10343,8162,4781,6096,25786,21594,37174,13900,14691,16833,5005,4891,7928
"BDET_02435",508,865,1201,638,578,316,304,174,226,675,637,965,441,458,601,63,52,123
"BDET_02436",65,104,160,27,21,16,23,10,17,38,38,48,74,93,85,13,29,58
"BDET_02437",1498,2138,2950,5339,4515,2648,3136,1368,2130,5514,4213,6645,3424,3739,4565,125,187,284
"BDET_02438",212,400,495,381,322,132,114,56,80,556,439,628,235,227,311,11,6,8
"BDET_02439",1023,1785,2539,1153,1140,582,536,288,413,1552,1566,2016,1343,1211,1793,132,142,286
"BDET_02440",5784,8983,14210,15683,23678,8182,11442,7640,6265,16935,14930,15998,14928,19793,20128,5168,5699,8798
"BDET_02441",120,191,312,65,67,34,30,9,17,57,73,106,157,110,95,23,46,43
